,Unnamed: 0,Course Name,Course Number,Student ID,Grade,Certificate Eligible,Certificate Delivered,Pass,Attempt,learner cluster,c_length,Evaluate,Learner Type
175,175,General Physics I,ku002,162287,0.17,0,0,0,0.27,2,Long,0: Not Pass,2: Targeting
176,176,General Physics I,ku002,162293,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
177,177,General Physics I,ku002,161876,0.14,0,0,0,0.27,2,Long,0: Not Pass,2: Targeting
178,178,General Physics I,ku002,162295,0.21,0,0,0,0.33,2,Long,0: Not Pass,2: Targeting
179,179,General Physics I,ku002,162304,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
180,180,General Physics I,ku002,162320,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
181,181,General Physics I,ku002,162310,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
182,182,General Physics I,ku002,162316,0.14,0,0,0,0.27,2,Long,0: Not Pass,2: Targeting
183,183,General Physics I,ku002,162323,0.12,0,0,0,0.27,2,Long,0: Not Pass,2: Targeting
184,184,General Physics I,ku002,162302,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
185,185,General Physics I,ku002,162326,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
186,186,General Physics I,ku002,162329,0.16,0,0,0,0.27,2,Long,0: Not Pass,2: Targeting
187,187,General Physics I,ku002,162278,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
188,188,General Physics I,ku002,162313,0.17,0,0,0,0.27,2,Long,0: Not Pass,2: Targeting
189,189,General Physics I,ku002,162349,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
190,190,General Physics I,ku002,162353,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
191,191,General Physics I,ku002,162367,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
192,192,General Physics I,ku002,162379,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
193,193,General Physics I,ku002,162382,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
194,194,General Physics I,ku002,162332,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
195,195,General Physics I,ku002,162406,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
196,196,General Physics I,ku002,162416,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
197,197,General Physics I,ku002,162430,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
198,198,General Physics I,ku002,162401,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
199,199,General Physics I,ku002,162344,0.06,0,0,0,0.13,0,Long,0: Not Pass,0: Sampling
200,200,General Physics I,ku002,162524,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
201,201,General Physics I,ku002,161599,0.17,0,0,0,0.27,2,Long,0: Not Pass,2: Targeting
202,202,General Physics I,ku002,162527,0.17,0,0,0,0.27,2,Long,0: Not Pass,2: Targeting
